rank,doc_id,filename,tier_final,comp_final,robust_t1,avg_score_carefirst,avg_score_ai_governance,avg_score_intersection,avg_score_evidentiary,intersection_clipped,contested,comp_claude,tier_claude,comp_gpt,tier_gpt,original_path
75,298fb4197c9716d202902a58d4f410fd3f36ad81e59ba84cd869fa6f172a362d,2023-12-19_186800_Motion_by_Supervisor_Mitchell_23-4509_cde15e87-0d45-43c0-9dd3-6014db24da09.pdf,2,5.95,False,8,5,6,4,False,False,5.95,2,,,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-12-19_186800_Motion_by_Supervisor_Mitchell_23-4509_cde15e87-0d45-43c0-9dd3-6014db24da09.pdf
76,154dd68cf488cb37566f11f3f2ee88c66cfa32e1b84ed302dfe094da5471e51a,2025-02-04_199532_Board_Letter_25-0528_199532.pdf,2,5.925,False,8.0,6.0,5.0,4.5,False,False,4.55,2,7.3,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-04_199532_Board_Letter_25-0528_199532.pdf
77,73440259967f42b12f8514a761ba73d120ba1a4fe292e3fa79f60ffdc1325b36,2024-12-10_197847_Presentation_24-5410_197847.pdf,2,5.925,False,6.0,7.0,5.5,5.0,False,True,4.15,2,7.7,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-12-10_197847_Presentation_24-5410_197847.pdf
78,92a1d0104f6a12bf15fef6fedf54d837901f3830cbb3c9f3b289412eb5db22e7,2025-05-13_203577_SOP_25-2341_203577.pdf,2,5.9,False,7.0,4.0,6.0,7.0,True,False,6.55,1,5.95,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-05-13_203577_SOP_25-2341_203577.pdf
79,5b154d2a31e551b27407467f48f7ffe9470feb1d7e113ed834b4bf025c84ca09,2024-09-24_195497_Motion_by_Supervisor_Mitchell_24-4143_195497.pdf,2,5.9,False,10,4,6,2,True,False,6.25,1,,,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-09-24_195497_Motion_by_Supervisor_Mitchell_24-4143_195497.pdf
80,14e3d17e27e178795d8fdb02345f76130fbe32f88433fdd0d7ef58df9138f2f5,2024-09-10_194866_Board_Letter_24-3674_194866.pdf,2,5.9,False,5.5,7.5,5.0,6.0,False,True,3.1,3,8.7,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-09-10_194866_Board_Letter_24-3674_194866.pdf
81,328f82cbeda1b988755c595e9db5b6a669eece23b05eb6d2c5fa9e61b908a763,2023-10-17_185168_Report_23-3810_185168.pdf,2,5.9,False,10.0,5.0,4.0,5.0,False,False,6.95,1,4.85,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-10-17_185168_Report_23-3810_185168.pdf
82,657e0bffc7a452f02dadc576c403ed64c40d9159f2cff561ba0b5ad91563575d,2025-02-10_209636_Health_and_Mental_Health_Cluster_Meeting_Agenda_110525_25-0008_209636.pdf,2,5.9,False,7.0,7.0,4.5,5.5,False,True,4.1,2,7.7,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-10_209636_Health_and_Mental_Health_Cluster_Meeting_Agenda_110525_25-0008_209636.pdf
83,77121e2fdcd003c4d5d6b58023adecaa7d1559067ba97801a4f054e696126b96,2024-08-06_194310_SOP_24-3194_194310.pdf,2,5.9,False,6.5,8.5,4.0,5.0,False,False,4.9,2,6.9,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-08-06_194310_SOP_24-3194_194310.pdf
84,07483e1565622bb9504592c649d9431575ae65b1e86fd2aff5d4d42163080d1c,2024-04-23_190722_Presentation_24-1415_190722.pdf,2,5.875,False,9.5,5.0,4.5,4.5,False,True,8.25,1,3.5,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-04-23_190722_Presentation_24-1415_190722.pdf
85,40b39e1cdcc492841dfe222bfac0a0d6a5d88fd4549c4a193eab53633127d3db,2024-10-08_195820_Board_Letter_24-4341_195820.pdf,2,5.875,False,5.0,8.0,4.5,7.0,False,True,3.1,3,8.65,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-10-08_195820_Board_Letter_24-4341_195820.pdf
86,9dfc1ecb07b6b75b0724f16d666c49415cd77dd57f168ac8581b20d0c22ca89d,2020-11-24_150704_Public_Comment_20-6366_150704.pdf,2,5.875,False,7.0,7.0,5.5,3.0,False,False,6.75,1,5.0,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-11-24_150704_Public_Comment_20-6366_150704.pdf
87,a163c9465dd5bdfee25ea5c76ea6b5c7ad8bf20d56199982ca5fae64ad7804a6,2024-10-08_195864_Board_Letter_24-4361_195864.pdf,2,5.875,False,5.5,7.5,4.5,7.0,False,True,2.55,3,9.2,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-10-08_195864_Board_Letter_24-4361_195864.pdf
88,d744b6fd97e423c0b1d936f5e3b3b7c75b5e318668e25f228047f8ada777ed66,2024-09-24_195332_Board_Letter_24-4094_195332.pdf,2,5.875,False,5.0,8.5,3.5,8.5,False,True,3.25,3,8.5,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-09-24_195332_Board_Letter_24-4094_195332.pdf
89,f03034f5807dd055162fdb93e5ea68d9e32aa7758d256c162d709a05215bf712,2024-08-06_194107_Revised_Board_Letter_24-3073_194107.pdf,2,5.875,False,9.0,5.0,4.0,6.5,False,True,2.9,3,8.85,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-08-06_194107_Revised_Board_Letter_24-3073_194107.pdf
90,f5a1001647cc689c45876e691aaa8995f8c833a3c35ba2fec773a6c05f0585b9,2024-08-06_194137_Revised_motion_by_Supervisors_Hahn_and_Barger_24-3194_194137.pdf,2,5.875,False,8.0,6.5,4.5,4.5,False,False,4.5,2,7.25,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-08-06_194137_Revised_motion_by_Supervisors_Hahn_and_Barger_24-3194_194137.pdf
91,4296b94bc08d410b2d304b5661e9be506344c4b1dffe765148401b2606bcae2e,2025-05-06_202494_Motion_by_Supervisor_Mitchell_25-2177_202494.pdf,2,5.85,False,8,3,5,9,True,False,,,6.2,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-05-06_202494_Motion_by_Supervisor_Mitchell_25-2177_202494.pdf
92,9e7cfdb95f2c583f2baa65bf673e24bdcbb5e93ec14144b427b4bfe9195c2fc0,2025-05-06_202696_Motion_by_Supervisor_Mitchell_Updates_Following_Cluster_25-2177_202696.pdf,2,5.85,False,8,3,5,9,True,False,,,6.2,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-05-06_202696_Motion_by_Supervisor_Mitchell_Updates_Following_Cluster_25-2177_202696.pdf
93,9889f54301b8caad92cb23e657cb5b45c466f34278ee7d5a03f7cc34cdb487b1,2022-01-25_165609_Motion_by_Supervisors_HLS_and_SK_22-0440_165609.pdf,2,5.85,False,7.5,5.0,5.0,6.5,False,False,5.5,2,6.2,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-01-25_165609_Motion_by_Supervisors_HLS_and_SK_22-0440_165609.pdf
94,b7acdfc3e12f09aaabc782b3d9c2ffca3d52d1de5b37e5c4bdfa1da2f8c87667,2024-06-18_192563_Presentation_24-1961_192563.pdf,2,5.85,False,8.0,6.0,5.0,4.0,False,False,6.9,1,4.8,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-06-18_192563_Presentation_24-1961_192563.pdf
95,c3373103eca87fefcd1728d5a8755219f9f5d11fba543b16d7bc3e812e360c2c,2025-02-04_199555_Board_Letter_25-0536_199555.pdf,2,5.85,False,7,9,4,3,False,False,,,5.85,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-04_199555_Board_Letter_25-0536_199555.pdf
96,4a1e01f1e556866ee9ded33b89ffd66a1c8f37723b344e00402d8f29b98afd6f,2023-05-02_180359_Revised_Board_Letter_23-1752_180359.pdf,2,5.825,False,10.0,2.5,4.5,7.5,False,True,7.5,1,4.15,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-05-02_180359_Revised_Board_Letter_23-1752_180359.pdf
97,5c465519bc44e5c155ea2b2210709205779d9db682ca2125225e28d71e61d750,2025-10-21_208998_SOP_25-5624_208998.pdf,2,5.825,False,5.0,6.0,6.0,6.5,False,False,4.65,2,7.0,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-10-21_208998_SOP_25-5624_208998.pdf
98,e3ea63e31eeca16c5527d1485dfecc12e5466c739e0f107b279e77b671176d90,2023-10-17_185406_SOP_23-3810_185406.pdf,2,5.825,False,8.5,4.5,5.0,5.5,False,False,6.65,1,5.0,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-10-17_185406_SOP_23-3810_185406.pdf
99,4921440a1d983b725c4cd18d880728e916929f9cde87a7ac4bb5e727435a4837,2025-05-27_Statement_of_Proceedings_for_the_Public_Hearing_Meeting_held_5272025_1185717.pdf,2,5.8,False,6.5,5.5,5.0,7.0,False,False,4.8,2,6.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-05-27_Statement_of_Proceedings_for_the_Public_Hearing_Meeting_held_5272025_1185717.pdf
100,feb1463f86fe6bb4b9a162c81e1a22c5f8c234e5bfe9b663dd541215a8ef1f6d,2025-02-11_207677_Operations_Cluster_Meeting_Transcript_25-0008_207677.pdf,2,5.8,False,5.0,6.0,5.5,7.5,False,False,5.4,2,6.2,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-02-11_207677_Operations_Cluster_Meeting_Transcript_25-0008_207677.pdf
101,6005e81fa9922fc0a6d5fa393f8033e198600d1cdd737503e2f4a278639d097b,2025-11-18_209643_Motion_by_Supervisors_Horvath_and_Mitchell_Updates_Following_Cluster_25-5_209643.pdf,2,5.775,False,6.5,4.5,6.5,5.0,True,False,5.35,2,6.55,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-11-18_209643_Motion_by_Supervisors_Horvath_and_Mitchell_Updates_Following_Cluster_25-5_209643.pdf
102,1bdde40bf763aacc8bd8018939e9e3779bebefd391c62a763482b6d1157670bc,2024-10-08_195880_Board_Letter_24-4370_195880.pdf,2,5.775,False,5.0,9.0,3.5,7.0,False,True,3.1,3,8.45,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-10-08_195880_Board_Letter_24-4370_195880.pdf
103,42005b826695567148ca79325bcfc7cd2ba1458f41a433787ab34e60d3fa2620,2024-04-09_190261_Presentation_23-3603_190261.pdf,2,5.775,False,5.0,8.5,4.5,5.5,False,False,5.4,2,6.15,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-04-09_190261_Presentation_23-3603_190261.pdf
104,4a3aa54ae7ba1ee444eda314292feeb5781d3b64e5cc3288ffef28f7ddf0ad7e,2024-04-09_190229_Revised_motion_by_Supervisors_Barger_and_Mitchell_24-1300_190229.pdf,2,5.775,False,8.5,3.5,4.5,8.0,False,True,7.75,1,3.8,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-04-09_190229_Revised_motion_by_Supervisors_Barger_and_Mitchell_24-1300_190229.pdf
105,acc23e29e60462819c373058d7ebd2f457acef89014ad8477534bf5393cc1f74,2021-05-18_158269_PC_12-9998_158269.pdf,2,5.75,False,8.5,3.0,5.0,7.5,False,False,5.1,2,6.4,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-05-18_158269_PC_12-9998_158269.pdf
106,ee6d1911d89f5da4bb0d0b1c24d643fb031a072869f5ac5d6f1a32f414ac6520,2023-09-26_184993_SOP_23-3509_184993.pdf,2,5.75,False,10.0,4.0,4.5,4.5,False,False,6.4,1,5.1,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-09-26_184993_SOP_23-3509_184993.pdf
107,f5d38104851c603dcb25d9a84ffc02d94a5b11b884fa33efc32a66b017f0fe68,2024-09-10_194838_Board_Letter_24-3655_194838.pdf,2,5.75,False,5.0,8.0,5.0,5.0,False,True,2.6,3,8.9,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-09-10_194838_Board_Letter_24-3655_194838.pdf
108,2fedc25f1a046d0ee5496f0caca715593fa651dad1c592f9b4a70f15e36fb6c5,2025-08-05_206212_Public_Comments_25-4378_206212.pdf,2,5.725,False,4.0,8.0,5.0,6.5,False,True,7.65,1,3.8,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-08-05_206212_Public_Comments_25-4378_206212.pdf
109,4a05c09ab3a43d894878e52cdafdeb9cd51e889f6b719a06bcbf17d278d672a1,2022-01-25_165693_KBJH_Motion_22-0436a_165693.pdf,2,5.725,False,4.5,6.5,5.5,7.0,False,False,6.0,1,5.45,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-01-25_165693_KBJH_Motion_22-0436a_165693.pdf
110,7786161d963ddd20895e6dc3ce1e5c578f3c260517b01b09d852286121e89887,2021-11-16_163770_Single_SOP_111621_21-4475_163770.pdf,2,5.725,False,10.0,3.5,3.5,7.5,False,False,6.9,1,4.55,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-11-16_163770_Single_SOP_111621_21-4475_163770.pdf
111,ed2105e986a81dffbbceae3e0677358dc9605bd2123851f9e5b8d5ab782f4bfb,2020-11-24_150703_SKMRT_Motion_20-6366_150703.pdf,2,5.725,False,8.0,5.5,3.5,7.5,False,False,4.85,2,6.6,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-11-24_150703_SKMRT_Motion_20-6366_150703.pdf
112,ef9e5e0097fe87c726c53bc8d41144dc586770927075726989181dba061dd3fa,2023-09-12_184426_Revised_Board_Letter_23-3051_184426.pdf,2,5.725,False,8.0,6.5,3.0,7.0,False,True,7.8,1,3.65,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-09-12_184426_Revised_Board_Letter_23-3051_184426.pdf
113,2c64c0a54b0ed92beeebd7e556dcf5f0e28b45c4bc5ec61b4ec2fc7c57ffd3f6,2022-05-11_168729_CEO_51122_Budget_Hrgs_PPT_22-1785_168729.pdf,2,5.7,False,8.5,5.5,5.0,3.0,False,True,7.55,1,3.85,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-05-11_168729_CEO_51122_Budget_Hrgs_PPT_22-1785_168729.pdf
114,3021874c8a8e84d741fb50a6ac14c35a28cb8e09f72acc20daf5f23662160078,2025-06-17_203754_Motion_by_Supervisors_Solis_and_Horvath_25-3095_203754.pdf,2,5.7,False,5.0,6.5,5.5,6.0,False,False,6.95,1,4.45,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-06-17_203754_Motion_by_Supervisors_Solis_and_Horvath_25-3095_203754.pdf
115,9dfff372dc1937bf7fd5e9ed4162fe2c845395f0cf6d96736157b66d27cbd665,2025-07-15_Statement_of_Proceedings_for_7152025_1189176.pdf,2,5.7,False,4.5,7.5,4.5,7.5,False,False,4.6,2,6.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-07-15_Statement_of_Proceedings_for_7152025_1189176.pdf
116,b79a11ae2e00b1e7df0273e110e9aa6f826a7a5f7dff97beed4d1d148bb5f663,2025-12-09_210399_Motion_by_Supervisors_Hahn_and_Barger_Updates_Following_Cluster_25-6477_210399.pdf,2,5.7,False,9.5,3.5,4.0,7.0,False,True,7.35,1,4.05,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-12-09_210399_Motion_by_Supervisors_Hahn_and_Barger_Updates_Following_Cluster_25-6477_210399.pdf
117,bfb7e023749875b6139c103aabf692ec31a4891d5755bf45ea3fc9ced7e9a5fa,2024-10-08_196548_SOP_24-4232_196548.pdf,2,5.7,False,5.5,5.5,5.0,8.0,False,True,2.75,3,8.65,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-10-08_196548_SOP_24-4232_196548.pdf
118,c50c99f05a08c937deaa764fefb8b0655bdccfe0426230c0bb0d9c8faf4ddac5,2025-12-09_210545_Motion_by_Supervisor_Solis_25-6785_210545.pdf,2,5.7,False,7.5,5.5,4.0,7.0,False,True,7.35,1,4.05,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-12-09_210545_Motion_by_Supervisor_Solis_25-6785_210545.pdf
119,d23233132f2431c6c966d07696c6a08ebab77f79364b3aede8b055d51a5985fa,2026-02-16_213035_Justice_Care_and_Opportunities_26-1240_213035.pdf,2,5.7,False,10.0,4.5,4.0,4.5,False,False,6.4,1,5.0,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2026-02-16_213035_Justice_Care_and_Opportunities_26-1240_213035.pdf
120,ef4888692f8664b6e4ab5f24e047149f7230248df26a0686c87e80d0f7a8eec3,2023-06-06_181126_Board_Letter_23-2070_181126.pdf,2,5.7,False,9.0,5.0,3.5,6.5,False,True,7.65,1,3.75,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-06-06_181126_Board_Letter_23-2070_181126.pdf
121,28d85a9cfb06bac03677e5c11111e601ef0e5c2ca473c8c976b7a373d726ecd3,2024-08-06_194536_SOP_24-3200_194536.pdf,2,5.675,False,6.0,6.0,5.5,5.0,False,True,4.1,2,7.25,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-08-06_194536_SOP_24-3200_194536.pdf
122,750d08873efa191b47b0ca34e328d6bff01e50012edb0114eaddf062fe5db459,2023-12-05_186080_Board_Letter_23-4258_186080.pdf,2,5.675,False,3.5,7.5,4.5,9.0,False,False,6.3,1,5.05,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-12-05_186080_Board_Letter_23-4258_186080.pdf
123,cc2d41d03d2b82ef684ec6ee6896d3c7c3cd97d77effff5a9b875946e6568f55,2021-01-05_151721_Report_21-0218_151721.pdf,2,5.675,False,6.0,5.5,6.5,3.5,False,False,5.15,2,6.2,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-01-05_151721_Report_21-0218_151721.pdf
124,4938ba31fdad9f28cdbc9b585255c6d445ac2fe56072687f996d072a599ae5e4,2025-11-18_209705_Revised_motion_by_Supervisor_Hahn_25-5588_209705.pdf,2,5.65,False,7.5,4.0,6.0,4.5,True,False,6.8,1,5.55,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-11-18_209705_Revised_motion_by_Supervisor_Hahn_25-5588_209705.pdf
125,07aeef6d06dc52849a86868a749d4be7caedc645716d9d05ed935ebbf80c1f97,2025-02-11_210298_Health_and_Mental_Health_Cluster_Meeting_Agenda_25-0008_210298.pdf,2,5.65,False,8.5,5.0,5.0,3.5,False,True,8.25,1,3.05,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-11_210298_Health_and_Mental_Health_Cluster_Meeting_Agenda_25-0008_210298.pdf
126,221b45162c204242c5257a65c510ca1b4df17e53adb16b06a92a12a3bd96b086,2025-04-29_Statement_of_Proceedings_for_the_Public_Hearing_Meeting_held_4292025_1183769.pdf,2,5.65,False,7.0,6.0,4.5,5.5,False,False,4.5,2,6.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-04-29_Statement_of_Proceedings_for_the_Public_Hearing_Meeting_held_4292025_1183769.pdf
127,386cc3623ec5f4ca970c1c1a50b20798e13730b100e3cfb48320e62f830e4886,2021-07-13_159959_Revissed_Motion_by_SK_and_HLS_21-2832_159959.pdf,2,5.65,False,5.5,5.0,6.5,5.0,False,False,4.95,2,6.35,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-07-13_159959_Revissed_Motion_by_SK_and_HLS_21-2832_159959.pdf
128,659b8ef8fd5b46212b5ecb9dcb86c90f280f45e263419ff8ddbacd41af8f2c22,2025-03-11_200644_Board_Letter_25-1188_200644.pdf,2,5.65,False,4.0,7.0,5.5,6.5,False,False,5.15,2,6.15,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-03-11_200644_Board_Letter_25-1188_200644.pdf
129,9e1354a77c8324a2f90f96c16f5162d4e326876e12e932825cfdd6c6f39a2fa7,2024-06-25_192448_Board_Letter_24-2331_192448.pdf,2,5.65,False,6.0,8.0,4.0,5.0,False,False,5.65,2,5.65,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-06-25_192448_Board_Letter_24-2331_192448.pdf
130,66da2c967cff8497126726fea7eebbea8c8c35ffbdbdeabf830d32063ef298a0,2024-08-06_193982_Motion_by_Supervisors_Horvath_and_Hahn_24-3183_193982.pdf,2,5.625,False,7.5,6.0,4.5,4.5,False,False,4.3,2,6.95,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-08-06_193982_Motion_by_Supervisors_Horvath_and_Hahn_24-3183_193982.pdf
131,d38b2419ae9eb9ccb746bf25d332069342f9fcf7ebc6b446f3620396b9a5e56a,2024-09-24_195364_Board_Letter_24-4113_195364.pdf,2,5.625,False,5.0,7.0,4.5,7.0,False,True,2.75,3,8.5,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-09-24_195364_Board_Letter_24-4113_195364.pdf
132,df6ff5f0ec645018f51a1f185037d705e05b2bc8a05ae013198c09c3ea1ef9d0,2022-06-14_169510_DCEO_Board_Letter_22-2148_169510.pdf,2,5.625,False,6.0,5.5,5.5,5.5,False,False,4.2,2,7.05,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-06-14_169510_DCEO_Board_Letter_22-2148_169510.pdf
133,ec1f3ba1dce48af06f2515b611958bf625663479f01242ad2916b8b87ad68603,2022-09-27_173066_Revised_motion_by_Supervisors_Kuehl_and_Hahn_22-3476_173066.pdf,2,5.625,False,10.0,4.5,2.5,7.5,False,False,6.85,1,4.4,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-09-27_173066_Revised_motion_by_Supervisors_Kuehl_and_Hahn_22-3476_173066.pdf
134,170c840d378b32b5c67336c7dac9c278744e0402e4589700205a4f85dd45ba37,2023-04-27_180497_Fact_Sheets_-_Washington_DC_April_27_2023_23-1853_180497.pdf,2,5.6,False,10.0,4.0,4.5,3.5,False,True,7.65,1,3.55,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-04-27_180497_Fact_Sheets_-_Washington_DC_April_27_2023_23-1853_180497.pdf
135,195149d7417490a05d41cf7561bc8a427402b12100d5a778dc3a6c63694cfd13,2024-08-06_194314_SOP_24-3183_194314.pdf,2,5.6,False,6.5,6.5,5.0,4.0,False,True,3.2,3,8.0,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-08-06_194314_SOP_24-3183_194314.pdf
136,99e389849759d7e7c45fb30f9941c2106d71710c382aedaca7ae5fd4908139a1,2020-05-26_146048_Report_20-2698_146048.pdf,2,5.6,False,9.5,3.5,5.0,4.0,False,False,5.35,2,5.85,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-05-26_146048_Report_20-2698_146048.pdf
137,d70a7cd5aa0da4bc941832ca885585c0ab0dc4b54c3b2b0becab3755ac70941b,2025-02-11_207717_Health_and_Mental_Health_Cluster_Meeting_Transcript_25-0008_207717.pdf,2,5.6,False,7.0,6.0,3.5,7.5,False,False,6.0,1,5.2,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-02-11_207717_Health_and_Mental_Health_Cluster_Meeting_Transcript_25-0008_207717.pdf
138,4a38e4aff941b5248ef697974e49287d8a2a6a4ab5b599f24af0214de1da53d7,2025-06-03_203438_Board_Letter_25-2893_203438.pdf,2,5.575,False,3.0,7.5,5.0,8.0,True,False,6.6,1,5.6,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-06-03_203438_Board_Letter_25-2893_203438.pdf
139,2b9645bdf3c5d90ab0cb19f450995b5c3527ae32c27b1e3af0a56d2304fb2650,2020-11-10_150465_Report_20-6183_150465.pdf,2,5.575,False,9.0,2.0,4.0,9.5,True,False,6.8,1,4.7,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-11-10_150465_Report_20-6183_150465.pdf
140,270c44ad00b7c1703874aa2dc33f3c63866d58c7ac30a2e83b7e9caa33ed6868,2025-06-10_Statement_of_Proceedings_for_6102025_1186742.pdf,2,5.575,False,6.5,4.5,5.5,6.0,False,False,4.35,2,6.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-06-10_Statement_of_Proceedings_for_6102025_1186742.pdf
141,6d234db8692ce17e1d364478945c9f209b28c10d94f36e38648417e2efec84e7,2023-12-19_187023_Report_23-4509_187023.pdf,2,5.575,False,7.5,3.0,5.0,8.0,False,False,6.0,1,5.15,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-12-19_187023_Report_23-4509_187023.pdf
142,df42c677a2729644e00580e49b321881109e29633e18ad5021ec5b0de58ca961,2024-04-30_190936_Presentation_24-1540_190936.pdf,2,5.575,False,5.0,6.0,5.5,6.0,False,False,4.5,2,6.65,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-04-30_190936_Presentation_24-1540_190936.pdf
143,e37adbb5185c2673227d014089ce6f9043f20b2a5527acf274cb8f2ab9473fca,2023-11-07_186482_SOP_23-4050_186482.pdf,2,5.55,False,9.5,2.5,4.5,6.5,True,False,7.45,1,4.7,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-11-07_186482_SOP_23-4050_186482.pdf
144,075925a1c763410dcd782880db2d6abea157e64ec4ee0625f2dd0bc039fc455a,2024-11-26_198346_SOP_24-5544_198346.pdf,2,5.55,False,6.5,4.5,5.0,7.0,False,True,7.15,1,3.95,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-11-26_198346_SOP_24-5544_198346.pdf
145,40e7124554cbb13f6f5f55046dbb53e55994150918e9ef6cbe01747742e300a8,2025-02-11_205378_Operations_Cluster_Meeting_Transcript_25-0008_205378.pdf,2,5.55,False,4.5,5.0,6.5,6.0,False,False,4.05,2,7.05,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-02-11_205378_Operations_Cluster_Meeting_Transcript_25-0008_205378.pdf
146,7cd60c9d2a439a45b075a1f09c4e3ba9c56bec9bf16fcf9294311596373074f0,2024-09-10_194686_Board_Letter_24-3536_194686.pdf,2,5.55,False,5.0,6.5,4.0,8.5,False,True,2.6,3,8.5,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-09-10_194686_Board_Letter_24-3536_194686.pdf
147,ce8d22954612d8711b03c34a0665e98e612ab39c90a032fef7756331c8654743,2024-10-08_195949_sd24-4389_24-4389_195949.pdf,2,5.55,False,8.0,3.0,5.0,7.0,False,False,6.85,1,4.25,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-10-08_195949_sd24-4389_24-4389_195949.pdf
